id,team_id,competition_id,season_id,is_primary
1,1,1,1,True
2,2,1,1,True
3,3,1,1,True
4,4,1,1,True
5,5,1,1,True
6,6,1,1,True
7,7,1,1,True
8,8,1,1,True
9,9,1,1,True
10,10,1,1,True
11,11,1,1,True
12,12,1,1,True
13,13,1,1,True
14,14,1,1,True
15,15,1,1,True
16,16,1,1,True
17,17,1,1,True
18,18,1,1,True
19,19,1,1,True
20,20,1,1,True
